index,label
1396,real
1397,fake
1398,fake
1399,real
1400,real
1401,real
1402,fake
1403,real
1404,real
1405,real
1406,fake
1407,fake
1408,real
1409,fake
1410,real
1411,real
1412,fake
1413,real
1414,real
1415,real
1416,fake
1417,real
1418,real
1419,real
1420,fake
1421,fake
1422,fake
1423,real
1424,real
1425,fake
1426,real
1427,real
1428,fake
1429,real
1430,fake
1431,real
1432,fake
1433,fake
1434,fake
1435,fake
1436,real
1437,real
1438,real
1439,real
1440,real
1441,real
1442,fake
1443,real
1444,real
1445,fake
1446,real
1447,real
1448,real
1449,fake
1450,real
1451,real
1452,fake
1453,fake
1454,fake
1455,real
1456,real
1457,real
1458,fake
1459,real
1460,real
1461,real
1462,fake
1463,real
1464,real
1465,fake
1466,real
1467,real
1468,real
1469,fake
1470,real
1471,real
1472,real
1473,fake
1474,fake
1475,real
1476,real
1477,real
1478,fake
1479,fake
1480,real
1481,fake
1482,fake
1483,fake
1484,fake
1485,real
1486,real
1487,real
1488,fake
1489,fake
1490,real
1491,real
1492,fake
1493,real
1494,fake
1495,fake
1496,fake
1497,fake
1498,real
1499,fake
1500,fake
1501,real
1502,real
1503,fake
1504,real
1505,real
1506,fake
1507,fake
1508,fake
1509,real
1510,real
1511,fake
1512,real
1513,fake
1514,fake
1515,real
1516,real
1517,fake
1518,fake
1519,fake
1520,fake
1521,fake
1522,fake
1523,fake
1524,fake
1525,real
1526,fake
1527,real
1528,real
1529,real
1530,real
1531,real
1532,real
1533,real
1534,fake
1535,real
1536,real
1537,fake
1538,fake
1539,real
1540,fake
1541,fake
1542,real
1543,fake
1544,fake
1545,fake
1546,real
1547,real
1548,fake
1549,real
1550,real
1551,fake
1552,fake
1553,fake
1554,real
1555,real
1556,fake
1557,real
1558,fake
1559,fake
1560,fake
1561,fake
1562,real
1563,fake
1564,fake
1565,real
1566,fake
1567,real
1568,real
1569,fake
1570,real
1571,fake
1572,real
1573,fake
1574,fake
1575,real
1576,fake
1577,fake
1578,real
1579,real
1580,fake
1581,real
1582,real
1583,fake
1584,real
1585,fake
1586,real
1587,fake
1588,real
1589,fake
1590,real
1591,real
1592,fake
1593,fake
1594,real
1595,fake
1596,fake
1597,real
1598,real
1599,fake
1600,real
1601,fake
1602,fake
1603,real
1604,real
1605,fake
1606,fake
1607,fake
1608,fake
1609,fake
1610,fake
1611,real
1612,fake
1613,real
1614,fake
1615,fake
1616,real
1617,real
1618,real
1619,fake
1620,fake
1621,real
1622,fake
1623,real
1624,fake
1625,fake
1626,real
1627,fake
1628,fake
1629,real
1630,real
1631,real
1632,fake
1633,real
1634,fake
1635,real
1636,real
1637,real
1638,real
1639,fake
1640,fake
1641,real
1642,fake
1643,fake
1644,real
1645,fake
1646,fake
1647,fake
1648,fake
1649,fake
1650,real
1651,real
1652,fake
1653,real
1654,real
1655,fake
1656,fake
1657,fake
1658,real
1659,real
1660,fake
1661,fake
1662,fake
1663,real
1664,real
1665,real
1666,real
1667,real
1668,fake
1669,fake
1670,fake
1671,fake
1672,fake
1673,real
1674,fake
1675,real
1676,fake
1677,fake
1678,real
1679,real
1680,fake
1681,fake
1682,real
1683,real
1684,real
1685,fake
1686,fake
1687,real
1688,real
1689,real
1690,real
1691,real
1692,fake
1693,real
1694,real
1695,real
1696,real
1697,real
1698,real
1699,fake
1700,fake
1701,real
1702,real
1703,fake
1704,fake
1705,fake
1706,real
1707,fake
1708,fake
1709,real
1710,real
1711,real
1712,fake
1713,real
1714,fake
1715,fake
1716,real
1717,fake
1718,fake
1719,real
1720,real
1721,fake
1722,fake
1723,real
1724,real
1725,fake
1726,real
1727,fake
1728,real
1729,real
1730,real
1731,fake
1732,real
1733,real
1734,real
1735,fake
1736,real
1737,real
1738,real
1739,fake
1740,real
1741,real
1742,fake
1743,fake
1744,real
1745,fake
1746,real
1747,real
1748,fake
1749,real
1750,real
1751,real
1752,fake
1753,fake
1754,real
1755,real
1756,real
1757,fake
1758,real
1759,fake
1760,fake
1761,real
1762,fake
1763,real
1764,fake
1765,real
1766,fake
1767,real
1768,fake
1769,real
1770,fake
1771,fake
1772,real
1773,real
1774,real
1775,fake
1776,real
1777,real
1778,real
1779,real
1780,real
1781,fake
1782,fake
1783,fake
1784,real
1785,fake
1786,fake
1787,fake
1788,real
1789,real
1790,fake
1791,fake
1792,real
1793,real
1794,fake
1795,real
1796,real
1797,fake
1798,fake
1799,real
1800,fake
1801,fake
1802,real
1803,real
1804,real
1805,real
1806,fake
1807,real
1808,real
1809,fake
1810,fake
1811,fake
1812,fake
1813,fake
1814,real
1815,real
1816,fake
1817,real
1818,real
1819,real
1820,real
1821,fake
1822,real
1823,real
1824,real
1825,real
1826,fake
1827,fake
1828,fake
1829,real
1830,real
1831,real
1832,fake
1833,fake
1834,fake
1835,fake
1836,fake
1837,fake
1838,fake
1839,fake
1840,real
1841,real
1842,fake
1843,real
1844,real
1845,real
1846,real
1847,fake
1848,fake
1849,real
1850,real
1851,real
1852,real
1853,fake
1854,fake
1855,real
1856,fake
1857,fake
1858,fake
1859,fake
1860,fake
1861,fake
1862,fake
1863,fake
1864,fake
1865,real
1866,real
1867,fake
1868,real
1869,real
1870,fake
1871,fake
1872,real
1873,real
1874,fake
1875,fake
1876,real
1877,fake
1878,real
1879,real
1880,fake
1881,fake
1882,fake
1883,real
1884,real
1885,real
1886,fake
1887,real
1888,fake
1889,fake
1890,fake
1891,real
1892,real
1893,fake
1894,real
1895,fake
1896,fake
1897,fake
1898,real
1899,real
1900,real
1901,real
1902,fake
1903,fake
1904,real
1905,fake
1906,real
1907,real
1908,real
1909,fake
1910,real
1911,fake
1912,fake
1913,fake
1914,real
1915,fake
1916,fake
1917,fake
1918,real
1919,fake
1920,real
1921,real
1922,real
1923,fake
1924,real
1925,real
1926,fake
1927,fake
1928,real
1929,fake
1930,fake
1931,fake
1932,fake
1933,fake
1934,real
1935,real
1936,real
1937,real
1938,fake
1939,fake
1940,fake
1941,real
1942,real
1943,fake
1944,real
1945,fake
1946,fake
1947,fake
1948,fake
1949,fake
1950,real
1951,fake
1952,real
1953,fake
1954,real
1955,real
1956,real
1957,real
1958,real
1959,real
1960,fake
1961,fake
1962,fake
1963,real
1964,fake
1965,fake
1966,real
1967,fake
1968,real
1969,fake
1970,fake
1971,real
1972,real
1973,fake
1974,fake
1975,real
1976,fake
1977,real
1978,fake
1979,real
1980,real
1981,real
1982,real
1983,real
1984,fake
1985,fake
1986,fake
1987,real
1988,real
1989,fake
1990,fake
1991,real
1992,fake
1993,fake
1994,fake
1995,fake
1996,fake
1997,fake
1998,fake
1999,fake
2000,fake
2001,fake
2002,fake
2003,fake
2004,fake
2005,fake
2006,fake
2007,fake
2008,real
2009,fake
2010,real
2011,real
2012,real
2013,real
2014,real
2015,real
2016,real
2017,real
2018,real
2019,fake
2020,fake
2021,fake
2022,fake
2023,real
2024,real
2025,real
2026,real
2027,fake
2028,fake
2029,fake
2030,real
2031,real
2032,fake
2033,real
2034,real
2035,real
2036,real
2037,fake
2038,fake
2039,real
2040,fake
2041,real
2042,real
2043,fake
2044,real
2045,fake
2046,fake
2047,fake
2048,real
2049,real
2050,real
2051,fake
2052,real
2053,fake
2054,real
2055,fake
2056,fake
2057,real
2058,real
2059,real
2060,real
2061,real
2062,fake
2063,fake
2064,real
2065,fake
2066,real
2067,fake
2068,real
2069,real
2070,fake
2071,real
2072,fake
2073,fake
2074,real
2075,fake
2076,fake
2077,fake
2078,fake
2079,fake
2080,fake
2081,real
2082,fake
2083,real
2084,real
2085,real
2086,fake
2087,fake
2088,fake
2089,fake
2090,real
2091,fake
2092,real
2093,fake
2094,fake
2095,fake
2096,fake
2097,real
2098,fake
2099,fake
2100,real
2101,fake
2102,real
2103,real
2104,real
2105,real
2106,real
2107,fake
2108,real
2109,fake
2110,real
2111,fake
2112,fake
2113,real
2114,real
2115,real
2116,fake
2117,fake
2118,real
2119,real
2120,fake
2121,real
2122,real
2123,real
2124,fake
2125,real
2126,fake
2127,fake
2128,real
2129,fake
2130,real
2131,fake
2132,fake
2133,real
2134,real
2135,fake
2136,real
2137,fake
2138,fake
2139,fake
2140,real
2141,fake
2142,real
2143,fake
2144,real
2145,real
2146,fake
2147,fake
2148,fake
2149,real
2150,fake
2151,fake
2152,fake
2153,real
2154,fake
2155,real
2156,real
2157,fake
2158,real
2159,real
2160,real
2161,real
2162,real
2163,real
2164,fake
2165,fake
2166,real
2167,real
2168,real
2169,real
2170,real
2171,real
2172,fake
2173,fake
2174,fake
2175,fake
2176,fake
2177,real
2178,real
2179,real
2180,fake
2181,fake
2182,real
2183,real
2184,real
2185,fake
2186,real
2187,fake
2188,fake
2189,real
2190,fake
2191,real
2192,fake
2193,real
2194,real
2195,real
2196,real
2197,real
2198,real
2199,fake
2200,fake
2201,fake
2202,real
2203,real
2204,fake
2205,fake
2206,fake
2207,real
2208,fake
2209,real
2210,real
2211,fake
2212,fake
2213,real
2214,fake
2215,fake
2216,real
2217,fake
2218,fake
2219,fake
2220,real
2221,real
2222,fake
2223,fake
2224,real
2225,real
2226,real
2227,fake
2228,fake
2229,fake
2230,fake
2231,real
2232,real
2233,real
2234,fake
2235,fake
2236,fake
2237,fake
2238,real
2239,real
2240,real
2241,real
2242,real
2243,fake
2244,fake
2245,fake
2246,real
2247,fake
2248,real
2249,fake
2250,real
2251,real
2252,real
2253,fake
2254,real
2255,real
2256,fake
2257,real
2258,fake
2259,real
2260,real
2261,fake
2262,real
2263,fake
2264,real
2265,real
2266,fake
2267,fake
2268,fake
2269,fake
2270,fake
2271,fake
2272,fake
2273,fake
2274,real
2275,fake
2276,fake
2277,fake
2278,real
2279,fake
2280,fake
2281,real
2282,fake
2283,real
2284,real
2285,fake
2286,fake
2287,fake
2288,fake
2289,real
2290,real
2291,real
2292,real
2293,real
2294,fake
2295,real
2296,real
2297,fake
2298,fake
2299,real
2300,fake
2301,real
2302,fake
2303,real
2304,real
2305,fake
2306,fake
2307,real
2308,fake
2309,fake
2310,real
2311,real
2312,fake
2313,real
2314,fake
2315,fake
2316,fake
2317,real
2318,fake
2319,fake
2320,fake
2321,real
2322,fake
2323,real
2324,real
2325,real
2326,fake
2327,real
2328,real
2329,fake
2330,real
2331,real
2332,fake
2333,fake
2334,fake
2335,real
2336,real
2337,fake
2338,fake
2339,fake
2340,fake
2341,real
2342,fake
2343,fake
2344,fake
2345,fake
2346,real
2347,fake
2348,real
2349,fake
2350,real
2351,real
2352,fake
2353,real
2354,real
2355,fake
2356,real
2357,real
2358,real
2359,real
2360,fake
2361,fake
2362,fake
2363,real
2364,real
2365,real
2366,real
2367,fake
2368,fake
2369,fake
2370,fake
2371,fake
2372,real
2373,fake
2374,real
2375,fake
2376,fake
2377,fake
2378,fake
2379,fake
2380,fake
2381,real
2382,real
2383,fake
2384,fake
2385,fake
2386,fake
2387,real
2388,fake
2389,fake
2390,fake
2391,fake
2392,real
2393,real
2394,fake
2395,real
2396,real
2397,fake
2398,real
2399,real
2400,real
2401,real
2402,real
2403,fake
2404,fake
2405,real
2406,fake
2407,real
2408,real
2409,real
2410,fake
2411,real
2412,fake
2413,real
2414,fake
2415,real
2416,real
2417,fake
2418,fake
2419,fake
2420,real
2421,real
2422,fake
2423,fake
2424,fake
2425,fake
2426,real
2427,real
2428,fake
2429,real
2430,fake
2431,fake
2432,real
2433,real
2434,real
2435,real
2436,fake
2437,fake
2438,fake
2439,fake
2440,fake
2441,fake
2442,fake
2443,fake
2444,fake
2445,fake
2446,fake
2447,fake
2448,real
2449,real
2450,real
2451,fake
2452,fake
2453,real
2454,fake
2455,fake
2456,real
2457,real
2458,fake
2459,fake
2460,real
2461,real
2462,real
2463,real
2464,fake
2465,real
2466,fake
2467,fake
2468,real
2469,real
2470,real
2471,fake
2472,fake
2473,fake
2474,fake
2475,fake
2476,real
2477,fake
2478,real
2479,real
2480,fake
2481,fake
2482,fake
2483,fake
2484,fake
2485,fake
2486,fake
2487,fake
2488,real
2489,real
2490,real
2491,fake
2492,fake
2493,fake
2494,real
2495,real
2496,fake
2497,fake
2498,fake
2499,fake
2500,real
2501,fake
2502,fake
2503,real
2504,real
2505,fake
2506,fake
2507,real
2508,real
2509,fake
2510,real
2511,real
2512,fake
2513,fake
2514,real
2515,real
2516,fake
2517,real
2518,fake
2519,real
2520,real
2521,fake
2522,real
2523,real
2524,real
2525,real
2526,fake
2527,fake
2528,real
2529,real
2530,real
2531,fake
2532,real
2533,fake
2534,real
2535,real
2536,real
2537,fake
2538,real
2539,fake
2540,fake
2541,fake
2542,fake
2543,real
2544,real
2545,fake
2546,fake
2547,fake
2548,fake
2549,fake
2550,fake
2551,fake
2552,real
2553,fake
2554,fake
2555,fake
2556,fake
2557,fake
2558,fake
2559,real
2560,real
2561,real
2562,real
2563,fake
2564,fake
2565,fake
2566,real
2567,fake
2568,real
2569,fake
2570,real
2571,real
2572,real
2573,real
2574,fake
2575,real
2576,real
2577,real
2578,real
2579,fake
2580,fake
2581,fake
2582,real
2583,real
2584,real
2585,fake
2586,fake
2587,real
2588,real
2589,real
2590,fake
2591,real
2592,fake
2593,real
2594,real
2595,fake
2596,real
2597,real
2598,fake
2599,fake
2600,real
2601,fake
2602,real
2603,real
2604,fake
2605,real
2606,fake
2607,fake
2608,fake
2609,real
2610,fake
2611,real
2612,fake
2613,real
2614,fake
2615,fake
2616,fake
2617,real
2618,fake
2619,real
2620,real
2621,fake
2622,fake
2623,real
2624,fake
2625,real
2626,fake
2627,real
2628,fake
2629,real
2630,real
2631,real
2632,fake
2633,real
2634,fake
2635,real
2636,real
2637,real
2638,fake
2639,real
2640,real
2641,fake
2642,real
2643,real
2644,real
2645,fake
2646,real
2647,fake
2648,fake
2649,fake
2650,fake
2651,real
2652,fake
2653,fake
2654,real
2655,real
2656,fake
2657,fake
2658,real
2659,fake
2660,fake
2661,real
2662,fake
2663,real
2664,fake
2665,fake
2666,fake
2667,fake
2668,real
2669,real
2670,fake
2671,real
2672,real
2673,fake
2674,real
2675,real
2676,real
2677,fake
2678,fake
2679,real
2680,real
2681,fake
2682,real
2683,real
2684,fake
2685,real
2686,real
2687,fake
2688,real
2689,fake
2690,real
2691,real
2692,real
2693,fake
2694,fake
2695,fake
2696,fake
2697,fake
2698,fake
2699,fake
2700,real
2701,fake
2702,real
2703,fake
2704,real
2705,fake
2706,real
2707,real
2708,real
2709,fake
2710,fake
2711,fake
2712,real
2713,fake
2714,real
2715,real
2716,fake
2717,fake
2718,fake
2719,real
2720,fake
2721,real
2722,real
2723,real
2724,fake
2725,fake
2726,fake
